Exo_type_id,Exo_type,Exo_objective,Exo_focus,Exo_id,Source_format,Target_format,Source_sentence_id,Source_word_id,Source_lang,Target_lang,Full_sentence,Instruction,Sentence_w_blank,Right_answer,Dist_1,Dist_2,Dist_3,Explanation,Difficulty,Remediation
10,Flashcards,Learning vocabulary,,1510,text,text,,1510.0,French,English,Correction,,,Correction,,,,,C1,
10,Flashcards,Learning vocabulary,,1511,text,text,,1511.0,French,English,Hour,,,Heure,,,,,A2,
10,Flashcards,Learning vocabulary,,1512,text,text,,1512.0,French,English,Minute,,,Minute,,,,,B2,
10,Flashcards,Learning vocabulary,,1513,text,text,,1513.0,French,English,Second,,,Seconde,,,,,B1,
10,Flashcards,Learning vocabulary,,1514,text,text,,1514.0,French,English,Opening hours,,,Horaire,,,,,B2,
10,Flashcards,Learning vocabulary,,1515,text,text,,1515.0,French,English,In a moment,,,Dans un instant,,,,,A1,
10,Flashcards,Learning vocabulary,,1516,text,text,,1516.0,French,English,Time (time),,,Heure (time),,,,,A1,
10,Flashcards,Learning vocabulary,,1517,text,text,,1517.0,French,English,Decade,,,Décennie,,,,,B2,
10,Flashcards,Learning vocabulary,,1518,text,text,,1518.0,French,English,Century,,,Siècle,,,,,B2,
10,Flashcards,Learning vocabulary,,1519,text,text,,1519.0,French,English,Millennium,,,Millénaire,,,,,C1,
10,Flashcards,Learning vocabulary,,1520,text,text,,1520.0,French,English,Weekend,,,Week-end,,,,,B2,
10,Flashcards,Learning vocabulary,,1521,text,text,,1521.0,French,English,Semester,,,Semestre,,,,,C1,
10,Flashcards,Learning vocabulary,,1522,text,text,,1522.0,French,English,Quarter,,,Trimestre,,,,,C1,
10,Flashcards,Learning vocabulary,,1523,text,text,,1523.0,French,English,Day,,,Jour,,,,,A1,
10,Flashcards,Learning vocabulary,,1524,text,text,,1524.0,French,English,Day,,,Journée,,,,,A1,
10,Flashcards,Learning vocabulary,,1525,text,text,,1525.0,French,English,Millisecond,,,Milliseconde,,,,,C1,
10,Flashcards,Learning vocabulary,,1526,text,text,,1526.0,French,English,Microsecond,,,Microseconde,,,,,C1,
10,Flashcards,Learning vocabulary,,1527,text,text,,1527.0,French,English,Nanosecond,,,Nanoseconde,,,,,C1,
10,Flashcards,Learning vocabulary,,1528,text,text,,1528.0,French,English,Year,,,Année,,,,,A1,
10,Flashcards,Learning vocabulary,,1529,text,text,,1529.0,French,English,Kilometer,,,Kilomètre,,,,,C1,
10,Flashcards,Learning vocabulary,,1530,text,text,,1530.0,French,English,League,,,Lieue,,,,,B2,
10,Flashcards,Learning vocabulary,,1531,text,text,,1531.0,French,English,Mile,,,Mile,,,,,B1,
10,Flashcards,Learning vocabulary,,1532,text,text,,1532.0,French,English,Meter,,,Mètre,,,,,B2,
10,Flashcards,Learning vocabulary,,1533,text,text,,1533.0,French,English,Centimeter,,,Centimètre,,,,,C1,
10,Flashcards,Learning vocabulary,,1534,text,text,,1534.0,French,English,Millimeter,,,Millimètre,,,,,C1,
10,Flashcards,Learning vocabulary,,1535,text,text,,1535.0,French,English,Light year,,,Année-lumière,,,,,A2,
10,Flashcards,Learning vocabulary,,1536,text,text,,1536.0,French,English,Hectare,,,Hectare,,,,,C1,
10,Flashcards,Learning vocabulary,,1537,text,text,,1537.0,French,English,Are,,,Are,,,,,A1,
10,Flashcards,Learning vocabulary,,1538,text,text,,1538.0,French,English,Gram,,,Gramme,,,,,B2,
10,Flashcards,Learning vocabulary,,1539,text,text,,1539.0,French,English,Kilogram,,,Kilogramme,,,,,C1,
10,Flashcards,Learning vocabulary,,1540,text,text,,1540.0,French,English,Ton,,,Tonne,,,,,A2,
10,Flashcards,Learning vocabulary,,1541,text,text,,1541.0,French,English,Pound,,,Livre,,,,,B2,
10,Flashcards,Learning vocabulary,,1542,text,text,,1542.0,French,English,Pint,,,Pinte,,,,,B2,
10,Flashcards,Learning vocabulary,,1543,text,text,,1543.0,French,English,Barrel,,,Baril,,,,,C1,
10,Flashcards,Learning vocabulary,,1544,text,text,,1544.0,French,English,Liter,,,Litre,,,,,C1,
10,Flashcards,Learning vocabulary,,1545,text,text,,1545.0,French,English,Gallon,,,Gallon,,,,,C1,
10,Flashcards,Learning vocabulary,,1546,text,text,,1546.0,French,English,Degree,,,Degré,,,,,B2,
10,Flashcards,Learning vocabulary,,1547,text,text,,1547.0,French,English,Degree (angle),,,Degré (angle),,,,,B2,
10,Flashcards,Learning vocabulary,,1548,text,text,,1548.0,French,English,Calorie,,,Calorie,,,,,C1,
10,Flashcards,Learning vocabulary,,1549,text,text,,1549.0,French,English,Mach,,,Mach,,,,,B2,
10,Flashcards,Learning vocabulary,,1550,text,text,,1550.0,French,English,G,,,G,,,,,A1,
10,Flashcards,Learning vocabulary,,1551,text,text,,1551.0,French,English,Foot,,,Pied,,,,,B1,
10,Flashcards,Learning vocabulary,,1552,text,text,,1552.0,French,English,Inches,,,Pouces,,,,,B2,
10,Flashcards,Learning vocabulary,,1553,text,text,,1553.0,French,English,Barometer,,,Baromètre,,,,,C1,
10,Flashcards,Learning vocabulary,,1554,text,text,,1554.0,French,English,Thermometer,,,Thermomètre,,,,,C1,
10,Flashcards,Learning vocabulary,,1555,text,text,,1555.0,French,English,Measure,,,Mesurer,,,,,C1,
10,Flashcards,Learning vocabulary,,1556,text,text,,1556.0,French,English,Wallet,,,Portefeuille,,,,,C1,
10,Flashcards,Learning vocabulary,,1557,text,text,,1557.0,French,English,Scam,,,Arnaque,,,,,B2,
10,Flashcards,Learning vocabulary,,1558,text,text,,1558.0,French,English,Flight,,,Vol,,,,,B2,
10,Flashcards,Learning vocabulary,,1559,text,text,,1559.0,French,English,Bank,,,Banque,,,,,A2,
10,Flashcards,Learning vocabulary,,1560,text,text,,1560.0,French,English,Exchange rate,,,Taux de change,,,,,B2,
10,Flashcards,Learning vocabulary,,1561,text,text,,1561.0,French,English,Tax,,,Taxe,,,,,A1,
10,Flashcards,Learning vocabulary,,1562,text,text,,1562.0,French,English,Bank note,,,Billet,,,,,A2,
10,Flashcards,Learning vocabulary,,1563,text,text,,1563.0,French,English,Coin,,,Pièce,,,,,B1,
10,Flashcards,Learning vocabulary,,1564,text,text,,1564.0,French,English,(GB) Bureau de change/(US) Foreign Exchange Office,,,Bureau de change,,,,,B1,
10,Flashcards,Learning vocabulary,,1565,text,text,,1565.0,French,English,Price,,,Prix,,,,,B1,
10,Flashcards,Learning vocabulary,,1566,text,text,,1566.0,French,English,Negotiate,,,Négocier,,,,,C1,
10,Flashcards,Learning vocabulary,,1567,text,text,,1567.0,French,English,Sell,,,Vendre,,,,,B1,
10,Flashcards,Learning vocabulary,,1568,text,text,,1568.0,French,English,Buy,,,Acheter,,,,,A1,
10,Flashcards,Learning vocabulary,,1569,text,text,,1569.0,French,English,Commission,,,Commission,,,,,C1,
10,Flashcards,Learning vocabulary,,1570,text,text,,1570.0,French,English,Sales,,,Ventes,,,,,B1,
10,Flashcards,Learning vocabulary,,1571,text,text,,1571.0,French,English,Currency,,,Monnaie,,,,,C1,
10,Flashcards,Learning vocabulary,,1572,text,text,,1572.0,French,English,Rent,,,Loyer,,,,,B1,
10,Flashcards,Learning vocabulary,,1573,text,text,,1573.0,French,English,Pay,,,Payer,,,,,A1,
10,Flashcards,Learning vocabulary,,1574,text,text,,1574.0,French,English,Corrupt,,,Corrompu,,,,,C1,
10,Flashcards,Learning vocabulary,,1575,text,text,,1575.0,French,English,Fine,,,Amende,,,,,A2,
10,Flashcards,Learning vocabulary,,1576,text,text,,1576.0,French,English,Credit card,,,Carte de crédit,,,,,B1,
10,Flashcards,Learning vocabulary,,1577,text,text,,1577.0,French,English,Withdraw (money),,,Retirer (argent),,,,,B2,
10,Flashcards,Learning vocabulary,,1578,text,text,,1578.0,French,English,Guard,,,Garde,,,,,B2,
10,Flashcards,Learning vocabulary,,1579,text,text,,1579.0,French,English,Commissioner,,,Commissaire,,,,,C1,
10,Flashcards,Learning vocabulary,,1580,text,text,,1580.0,French,English,Arrest,,,Arrestation,,,,,B2,
10,Flashcards,Learning vocabulary,,1581,text,text,,1581.0,French,English,Burglary,,,Cambriolage,,,,,C1,
10,Flashcards,Learning vocabulary,,1582,text,text,,1582.0,French,English,Hacking,,,Piratage,,,,,C1,
10,Flashcards,Learning vocabulary,,1583,text,text,,1583.0,French,English,(GB) Cheque/(US) Check,,,Chèque,,,,,B1,
10,Flashcards,Learning vocabulary,,1584,text,text,,1584.0,French,English,Complaint,,,Plainte,,,,,C1,
10,Flashcards,Learning vocabulary,,1585,text,text,,1585.0,French,English,Police station,,,Commissariat,,,,,B2,
10,Flashcards,Learning vocabulary,,1586,text,text,,1586.0,French,English,Weapon,,,Arme,,,,,B2,
10,Flashcards,Learning vocabulary,,1587,text,text,,1587.0,French,English,Gun,,,Pistolet,,,,,A1,
10,Flashcards,Learning vocabulary,,1588,text,text,,1588.0,French,English,Knife,,,Couteau,,,,,B2,
10,Flashcards,Learning vocabulary,,1589,text,text,,1589.0,French,English,Legal,,,Légal,,,,,B1,
10,Flashcards,Learning vocabulary,,1590,text,text,,1590.0,French,English,Illegal,,,Illégal,,,,,C1,
10,Flashcards,Learning vocabulary,,1591,text,text,,1591.0,French,English,Aggression,,,Agression,,,,,C1,
10,Flashcards,Learning vocabulary,,1592,text,text,,1592.0,French,English,Thief,,,Voleur,,,,,B2,
10,Flashcards,Learning vocabulary,,1593,text,text,,1593.0,French,English,Security,,,Sécurité,,,,,B2,
10,Flashcards,Learning vocabulary,,1594,text,text,,1594.0,French,English,Insecurity,,,Insécurité,,,,,C1,
10,Flashcards,Learning vocabulary,,1595,text,text,,1595.0,French,English,Dangerous,,,Dangereux,,,,,C1,
10,Flashcards,Learning vocabulary,,1596,text,text,,1596.0,French,English,Danger,,,Danger,,,,,B2,
10,Flashcards,Learning vocabulary,,1597,text,text,,1597.0,French,English,Police,,,Police,,,,,B2,
10,Flashcards,Learning vocabulary,,1598,text,text,,1598.0,French,English,Policeman,,,Policier,,,,,C1,
10,Flashcards,Learning vocabulary,,1599,text,text,,1599.0,French,English,Handcuffs,,,Menottes,,,,,C1,
10,Flashcards,Learning vocabulary,,1600,text,text,,1600.0,French,English,Baton,,,Matraque,,,,,B2,
10,Flashcards,Learning vocabulary,,1601,text,text,,1601.0,French,English,Dispenser (ATM),,,Distributeur (ATM),,,,,C1,
10,Flashcards,Learning vocabulary,,1602,text,text,,1602.0,French,English,Change,,,Change,,,,,B1,
10,Flashcards,Learning vocabulary,,1603,text,text,,1603.0,French,English,Fake note,,,Faux billet,,,,,B1,
10,Flashcards,Learning vocabulary,,1604,text,text,,1604.0,French,English,Expensive,,,Cher,,,,,C1,
10,Flashcards,Learning vocabulary,,1605,text,text,,1605.0,French,English,Cheap,,,Bon marché,,,,,B2,
10,Flashcards,Learning vocabulary,,1606,text,text,,1606.0,French,English,France,,,France,,,,,B2,
10,Flashcards,Learning vocabulary,,1607,text,text,,1607.0,French,English,French (n.),,,Francais,,,,,A2,
10,Flashcards,Learning vocabulary,,1608,text,text,,1608.0,French,English,England,,,Angleterre,,,,,B2,
10,Flashcards,Learning vocabulary,,1609,text,text,,1609.0,French,English,English (n.),,,Anglais,,,,,A2,
10,Flashcards,Learning vocabulary,,1610,text,text,,1610.0,French,English,United States,,,Etats-Unis,,,,,B1,
10,Flashcards,Learning vocabulary,,1611,text,text,,1611.0,French,English,American (n.),,,Américain,,,,,A2,
10,Flashcards,Learning vocabulary,,1612,text,text,,1612.0,French,English,Spain,,,Espagne,,,,,B2,
10,Flashcards,Learning vocabulary,,1613,text,text,,1613.0,French,English,Spanish (n.),,,Espagnol,,,,,B1,
10,Flashcards,Learning vocabulary,,1614,text,text,,1614.0,French,English,Italy,,,Italie,,,,,B2,
10,Flashcards,Learning vocabulary,,1615,text,text,,1615.0,French,English,Italian (n.),,,Italien,,,,,B1,
10,Flashcards,Learning vocabulary,,1616,text,text,,1616.0,French,English,Brazil,,,Brésil,,,,,B2,
10,Flashcards,Learning vocabulary,,1617,text,text,,1617.0,French,English,Brazilian (n.),,,Brésilien,,,,,B2,
10,Flashcards,Learning vocabulary,,1618,text,text,,1618.0,French,English,Russia,,,Russie,,,,,B2,
10,Flashcards,Learning vocabulary,,1619,text,text,,1619.0,French,English,Russian (n.),,,Russe,,,,,A2,
10,Flashcards,Learning vocabulary,,1620,text,text,,1620.0,French,English,China,,,Chine,,,,,B1,
10,Flashcards,Learning vocabulary,,1621,text,text,,1621.0,French,English,Chinese (n.),,,Chinois,,,,,A2,
10,Flashcards,Learning vocabulary,,1622,text,text,,1622.0,French,English,Japan,,,Japon,,,,,B2,
10,Flashcards,Learning vocabulary,,1623,text,text,,1623.0,French,English,Japanese (n.),,,Japonais,,,,,B1,
10,Flashcards,Learning vocabulary,,1624,text,text,,1624.0,French,English,India,,,Inde,,,,,B1,
10,Flashcards,Learning vocabulary,,1625,text,text,,1625.0,French,English,Indian (n.),,,Indien,,,,,A2,
10,Flashcards,Learning vocabulary,,1626,text,text,,1626.0,French,English,Australia,,,Australie,,,,,C1,
10,Flashcards,Learning vocabulary,,1627,text,text,,1627.0,French,English,Australian (n.),,,Australien,,,,,B2,
10,Flashcards,Learning vocabulary,,1628,text,text,,1628.0,French,English,Africa,,,Afrique,,,,,B2,
10,Flashcards,Learning vocabulary,,1629,text,text,,1629.0,French,English,African (n.),,,Africain,,,,,B1,
10,Flashcards,Learning vocabulary,,1630,text,text,,1630.0,French,English,Asia,,,Asie,,,,,B1,
10,Flashcards,Learning vocabulary,,1631,text,text,,1631.0,French,English,Asian (n.),,,Asiatique,,,,,A2,
10,Flashcards,Learning vocabulary,,1632,text,text,,1632.0,French,English,Europe,,,Europe,,,,,B2,
10,Flashcards,Learning vocabulary,,1633,text,text,,1633.0,French,English,European (adj.),,,Européen,,,,,B2,
10,Flashcards,Learning vocabulary,,1634,text,text,,1634.0,French,English,South America,,,Amérique du Sud,,,,,B2,
10,Flashcards,Learning vocabulary,,1635,text,text,,1635.0,French,English,North America,,,Amérique du Nord,,,,,B2,
10,Flashcards,Learning vocabulary,,1636,text,text,,1636.0,French,English,Maghreb,,,Maghreb,,,,,C1,
10,Flashcards,Learning vocabulary,,1637,text,text,,1637.0,French,English,Middle East,,,Moyen-Orient,,,,,B1,
10,Flashcards,Learning vocabulary,,1638,text,text,,1638.0,French,English,Middle East,,,Proche-Orient,,,,,B1,
10,Flashcards,Learning vocabulary,,1639,text,text,,1639.0,French,English,Mexico,,,Mexique,,,,,B2,
10,Flashcards,Learning vocabulary,,1640,text,text,,1640.0,French,English,Mexican (n.),,,Mexicain,,,,,B1,
10,Flashcards,Learning vocabulary,,1641,text,text,,1641.0,French,English,Canada,,,Canada,,,,,B2,
10,Flashcards,Learning vocabulary,,1642,text,text,,1642.0,French,English,Canadian (n.),,,Canadien,,,,,B1,
10,Flashcards,Learning vocabulary,,1643,text,text,,1643.0,French,English,Germany,,,Allemagne,,,,,B2,
10,Flashcards,Learning vocabulary,,1644,text,text,,1644.0,French,English,German (n.),,,Allemand,,,,,A2,
10,Flashcards,Learning vocabulary,,1645,text,text,,1645.0,French,English,South Africa,,,Afrique du Sud,,,,,B2,
10,Flashcards,Learning vocabulary,,1646,text,text,,1646.0,French,English,South African (n.),,,Sud-africain,,,,,B1,
10,Flashcards,Learning vocabulary,,1647,text,text,,1647.0,French,English,Afghanistan,,,Afghanistan,,,,,C1,
10,Flashcards,Learning vocabulary,,1648,text,text,,1648.0,French,English,Afghan (n.),,,Afghan,,,,,B1,
10,Flashcards,Learning vocabulary,,1649,text,text,,1649.0,French,English,Libya,,,Libye,,,,,B2,
10,Flashcards,Learning vocabulary,,1650,text,text,,1650.0,French,English,Libyan (n.),,,Libyen,,,,,B1,
10,Flashcards,Learning vocabulary,,1651,text,text,,1651.0,French,English,Syria,,,Syrie,,,,,B2,
10,Flashcards,Learning vocabulary,,1652,text,text,,1652.0,French,English,Syrian (n.),,,Syrien,,,,,B1,
10,Flashcards,Learning vocabulary,,1653,text,text,,1653.0,French,English,Israel,,,Israël,,,,,B2,
10,Flashcards,Learning vocabulary,,1654,text,text,,1654.0,French,English,Israeli (n.),,,Israélien,,,,,B1,
10,Flashcards,Learning vocabulary,,1655,text,text,,1655.0,French,English,Arab (n.),,,Arabe,,,,,A1,
10,Flashcards,Learning vocabulary,,1656,text,text,,1656.0,French,English,Argentina,,,Argentine,,,,,C1,
10,Flashcards,Learning vocabulary,,1657,text,text,,1657.0,French,English,Argentinian (n.),,,Argentin,,,,,C1,
10,Flashcards,Learning vocabulary,,1658,text,text,,1658.0,French,English,Colombia,,,Colombie,,,,,C1,
10,Flashcards,Learning vocabulary,,1659,text,text,,1659.0,French,English,Colombian (n.),,,Colombien,,,,,B2,
10,Flashcards,Learning vocabulary,,1660,text,text,,1660.0,French,English,Iraq,,,Irak,,,,,B1,
10,Flashcards,Learning vocabulary,,1661,text,text,,1661.0,French,English,Iraqi (n.),,,Irakien,,,,,A2,
10,Flashcards,Learning vocabulary,,1662,text,text,,1662.0,French,English,Pakistan,,,Pakistan,,,,,C1,
10,Flashcards,Learning vocabulary,,1663,text,text,,1663.0,French,English,Pakistani (n.),,,Pakistanais,,,,,B2,
10,Flashcards,Learning vocabulary,,1664,text,text,,1664.0,French,English,Peru,,,Pérou,,,,,B2,
10,Flashcards,Learning vocabulary,,1665,text,text,,1665.0,French,English,Peruvian (n.),,,Péruvien,,,,,B2,
10,Flashcards,Learning vocabulary,,1666,text,text,,1666.0,French,English,Chile,,,Chili,,,,,B2,
10,Flashcards,Learning vocabulary,,1667,text,text,,1667.0,French,English,Chilean (n.),,,Chilien,,,,,B2,
10,Flashcards,Learning vocabulary,,1668,text,text,,1668.0,French,English,Vietnam,,,Vietnam,,,,,C1,
10,Flashcards,Learning vocabulary,,1669,text,text,,1669.0,French,English,Vietnamese (n.),,,Vietnamien,,,,,B2,
10,Flashcards,Learning vocabulary,,1670,text,text,,1670.0,French,English,Portugal,,,Portugal,,,,,C1,
10,Flashcards,Learning vocabulary,,1671,text,text,,1671.0,French,English,Portuguese (n.),,,Portugais,,,,,B2,
10,Flashcards,Learning vocabulary,,1672,text,text,,1672.0,French,English,Thailand,,,Thaïlande,,,,,C1,
10,Flashcards,Learning vocabulary,,1673,text,text,,1673.0,French,English,Thai (n.),,,Thaïlandais,,,,,A1,
10,Flashcards,Learning vocabulary,,1674,text,text,,1674.0,French,English,Tibet,,,Tibet,,,,,B2,
10,Flashcards,Learning vocabulary,,1675,text,text,,1675.0,French,English,Tibetan (n.),,,Tibétain,,,,,B2,
10,Flashcards,Learning vocabulary,,1676,text,text,,1676.0,French,English,Taiwan,,,Taiwan,,,,,C1,
10,Flashcards,Learning vocabulary,,1677,text,text,,1677.0,French,English,Taiwanese (n.),,,Taiwanais,,,,,B2,
10,Flashcards,Learning vocabulary,,1678,text,text,,1678.0,French,English,Cambodia,,,Cambodge,,,,,C1,
10,Flashcards,Learning vocabulary,,1679,text,text,,1679.0,French,English,Cambodian (n.),,,Cambodgien,,,,,C1,
10,Flashcards,Learning vocabulary,,1680,text,text,,1680.0,French,English,Burma,,,Birmanie,,,,,B2,
10,Flashcards,Learning vocabulary,,1681,text,text,,1681.0,French,English,Burmese (n.),,,Birman,,,,,B2,
10,Flashcards,Learning vocabulary,,1682,text,text,,1682.0,French,English,Nigeria,,,Nigeria,,,,,C1,
10,Flashcards,Learning vocabulary,,1683,text,text,,1683.0,French,English,Nigerian (n.),,,Nigérian,,,,,B2,
10,Flashcards,Learning vocabulary,,1684,text,text,,1684.0,French,English,Senegal,,,Sénégal,,,,,C1,
10,Flashcards,Learning vocabulary,,1685,text,text,,1685.0,French,English,Senegalese (n.),,,Sénégalais,,,,,C1,
10,Flashcards,Learning vocabulary,,1686,text,text,,1686.0,French,English,Morocco,,,Maroc,,,,,C1,
10,Flashcards,Learning vocabulary,,1687,text,text,,1687.0,French,English,Moroccan (n.),,,Marocain,,,,,B2,
10,Flashcards,Learning vocabulary,,1688,text,text,,1688.0,French,English,Algeria,,,Algérie,,,,,C1,
10,Flashcards,Learning vocabulary,,1689,text,text,,1689.0,French,English,Algerian (n.),,,Algérien,,,,,B2,
10,Flashcards,Learning vocabulary,,1690,text,text,,1690.0,French,English,Greece,,,Grèce,,,,,B2,
10,Flashcards,Learning vocabulary,,1691,text,text,,1691.0,French,English,Greek (n.),,,Grec,,,,,A2,
10,Flashcards,Learning vocabulary,,1692,text,text,,1692.0,French,English,Turkey,,,Turquie,,,,,B2,
10,Flashcards,Learning vocabulary,,1693,text,text,,1693.0,French,English,Turkish (n.),,,Turc,,,,,B1,
10,Flashcards,Learning vocabulary,,1694,text,text,,1694.0,French,English,Palestine,,,Palestine,,,,,C1,
10,Flashcards,Learning vocabulary,,1695,text,text,,1695.0,French,English,Palestinian (n.),,,Palestinien,,,,,C1,
10,Flashcards,Learning vocabulary,,1696,text,text,,1696.0,French,English,Switzerland,,,Suisse,,,,,C1,
10,Flashcards,Learning vocabulary,,1697,text,text,,1697.0,French,English,Swiss (n.),,,Suisse,,,,,A2,
10,Flashcards,Learning vocabulary,,1698,text,text,,1698.0,French,English,Holland,,,Hollande,,,,,C1,
10,Flashcards,Learning vocabulary,,1699,text,text,,1699.0,French,English,Dutch (n.),,,Hollandais ,,,,,A2,
10,Flashcards,Learning vocabulary,,1700,text,text,,1700.0,French,English,Indonesia,,,Indonésie,,,,,C1,
10,Flashcards,Learning vocabulary,,1701,text,text,,1701.0,French,English,Indonesian (n.),,,Indonésien,,,,,B2,
10,Flashcards,Learning vocabulary,,1702,text,text,,1702.0,French,English,New Zealand,,,Nouvelle-Zélande,,,,,B1,
10,Flashcards,Learning vocabulary,,1703,text,text,,1703.0,French,English,Neo Zealander,,,Néo-zélandais,,,,,C1,
10,Flashcards,Learning vocabulary,,1704,text,text,,1704.0,French,English,Bangladesh,,,Bangladesh,,,,,C1,
10,Flashcards,Learning vocabulary,,1705,text,text,,1705.0,French,English,Bangladeshi (n.),,,Bengladais,,,,,C1,
10,Flashcards,Learning vocabulary,,1706,text,text,,1706.0,French,English,Antarctica,,,Antarctique,,,,,C1,
10,Flashcards,Learning vocabulary,,1707,text,text,,1707.0,French,English,Sea,,,Mer,,,,,A1,
10,Flashcards,Learning vocabulary,,1708,text,text,,1708.0,French,English,Sky,,,Ciel,,,,,A2,
10,Flashcards,Learning vocabulary,,1709,text,text,,1709.0,French,English,Earth,,,Terre,,,,,B1,
10,Flashcards,Learning vocabulary,,1710,text,text,,1710.0,French,English,River,,,Rivière,,,,,B1,
10,Flashcards,Learning vocabulary,,1711,text,text,,1711.0,French,English,Lake,,,Lac,,,,,B1,
10,Flashcards,Learning vocabulary,,1712,text,text,,1712.0,French,English,Ocean,,,Océan,,,,,B2,
10,Flashcards,Learning vocabulary,,1713,text,text,,1713.0,French,English,Cloud,,,Nuage,,,,,B2,
10,Flashcards,Learning vocabulary,,1714,text,text,,1714.0,French,English,Rain,,,Pluie,,,,,B1,
10,Flashcards,Learning vocabulary,,1715,text,text,,1715.0,French,English,Fog,,,Brouillard,,,,,B1,
10,Flashcards,Learning vocabulary,,1716,text,text,,1716.0,French,English,Animal,,,Animal,,,,,B2,
10,Flashcards,Learning vocabulary,,1717,text,text,,1717.0,French,English,Plant,,,Plante,,,,,B2,
10,Flashcards,Learning vocabulary,,1718,text,text,,1718.0,French,English,Tree,,,Arbre,,,,,B1,
10,Flashcards,Learning vocabulary,,1719,text,text,,1719.0,French,English,Grass,,,Herbe,,,,,B2,
10,Flashcards,Learning vocabulary,,1720,text,text,,1720.0,French,English,Mountain,,,Montagne,,,,,C1,
10,Flashcards,Learning vocabulary,,1721,text,text,,1721.0,French,English,Plain,,,Plaine,,,,,B2,
10,Flashcards,Learning vocabulary,,1722,text,text,,1722.0,French,English,Plateau,,,Plateau,,,,,C1,
10,Flashcards,Learning vocabulary,,1723,text,text,,1723.0,French,English,Snow,,,Neige,,,,,B1,
10,Flashcards,Learning vocabulary,,1724,text,text,,1724.0,French,English,Hail,,,Grêle,,,,,B2,
10,Flashcards,Learning vocabulary,,1725,text,text,,1725.0,French,English,Wind,,,Vent,,,,,B1,
10,Flashcards,Learning vocabulary,,1726,text,text,,1726.0,French,English,Storm,,,Tempête,,,,,B2,
10,Flashcards,Learning vocabulary,,1727,text,text,,1727.0,French,English,Night,,,Nuit,,,,,A2,
10,Flashcards,Learning vocabulary,,1728,text,text,,1728.0,French,English,Day,,,Jour,,,,,A1,
10,Flashcards,Learning vocabulary,,1729,text,text,,1729.0,French,English,Sun,,,Soleil,,,,,A1,
10,Flashcards,Learning vocabulary,,1730,text,text,,1730.0,French,English,Moon,,,Lune,,,,,B1,
10,Flashcards,Learning vocabulary,,1731,text,text,,1731.0,French,English,Stars,,,Etoiles,,,,,B2,
10,Flashcards,Learning vocabulary,,1732,text,text,,1732.0,French,English,Brook,,,Ruisseau,,,,,B2,
10,Flashcards,Learning vocabulary,,1733,text,text,,1733.0,French,English,Field,,,Champ,,,,,B1,
10,Flashcards,Learning vocabulary,,1734,text,text,,1734.0,French,English,Space,,,Espace,,,,,B1,
10,Flashcards,Learning vocabulary,,1735,text,text,,1735.0,French,English,Planet,,,Planète,,,,,B2,
10,Flashcards,Learning vocabulary,,1736,text,text,,1736.0,French,English,Tsunami,,,Tsunami,,,,,C1,
10,Flashcards,Learning vocabulary,,1737,text,text,,1737.0,French,English,Earthquake,,,Tremblement de terre,,,,,C1,
10,Flashcards,Learning vocabulary,,1738,text,text,,1738.0,French,English,Flowers,,,Fleurs,,,,,C1,
10,Flashcards,Learning vocabulary,,1739,text,text,,1739.0,French,English,Ground,,,Sol,,,,,B2,
10,Flashcards,Learning vocabulary,,1740,text,text,,1740.0,French,English,Light,,,Lumière,,,,,B1,
10,Flashcards,Learning vocabulary,,1741,text,text,,1741.0,French,English,Earth (matter),,,Terre (matière),,,,,B1,
10,Flashcards,Learning vocabulary,,1742,text,text,,1742.0,French,English,Seed,,,Graine,,,,,B1,
10,Flashcards,Learning vocabulary,,1743,text,text,,1743.0,French,English,Cold,,,Froid,,,,,A2,
10,Flashcards,Learning vocabulary,,1744,text,text,,1744.0,French,English,Fire,,,Feu,,,,,A2,
10,Flashcards,Learning vocabulary,,1745,text,text,,1745.0,French,English,Ice,,,Glace,,,,,A1,
10,Flashcards,Learning vocabulary,,1746,text,text,,1746.0,French,English,Iceberg,,,Iceberg,,,,,C1,
10,Flashcards,Learning vocabulary,,1747,text,text,,1747.0,French,English,Glacier,,,Glacier,,,,,C1,
10,Flashcards,Learning vocabulary,,1748,text,text,,1748.0,French,English,River,,,Fleuve,,,,,B1,
10,Flashcards,Learning vocabulary,,1749,text,text,,1749.0,French,English,Summer,,,Eté,,,,,B2,
10,Flashcards,Learning vocabulary,,1750,text,text,,1750.0,French,English,(US) Fall/(GB) Autumn,,,Automne,,,,,A2,
10,Flashcards,Learning vocabulary,,1751,text,text,,1751.0,French,English,Spring,,,Printemps,,,,,B2,
10,Flashcards,Learning vocabulary,,1752,text,text,,1752.0,French,English,Winter,,,Hiver,,,,,B2,
10,Flashcards,Learning vocabulary,,1753,text,text,,1753.0,French,English,Dry season,,,Saison sèche,,,,,B1,
10,Flashcards,Learning vocabulary,,1754,text,text,,1754.0,French,English,Rainy season,,,Saison des pluies,,,,,B2,
10,Flashcards,Learning vocabulary,,1755,text,text,,1755.0,French,English,Leaf,,,Feuille,,,,,B1,
10,Flashcards,Learning vocabulary,,1756,text,text,,1756.0,French,English,Mud,,,Boue,,,,,A2,
10,Flashcards,Learning vocabulary,,1757,text,text,,1757.0,French,English,Island,,,Ile,,,,,B2,
10,Flashcards,Learning vocabulary,,1758,text,text,,1758.0,French,English,Continent,,,Continent,,,,,C1,
