Exo_type_id,Exo_type,Exo_objective,Exo_focus,Exo_id,Source_format,Target_format,Source_sentence_id,Source_word_id,Source_lang,Target_lang,Full_sentence,Instruction,Sentence_w_blank,Right_answer,Dist_1,Dist_2,Dist_3,Explanation,Difficulty,Remediation,Length_sentence,Length_traget_word,Length_longest_word,Frequency_rarest_word,Score_sentence
38,Cloze_Test,Grammar,Verb_Conjugation,1219,text,text,3784.0,,French,English,"By dint of efforts, he became a millionnaire.",Conjugate the verb correctly:,"By dint of efforts , he ... a millionnaire . (become)",became,,,,,C1,,8.0,6.0,12.0,2.8499999999999996,57.6501611111111
38,Cloze_Test,Grammar,Verb_Conjugation,1220,text,text,3785.0,,French,English,"In those days, they fought for a more egalitarian society.",Conjugate the verb correctly:,"In those days , they ... for a more egalitarian society . (fight)",fought,,,,,C1,,10.0,6.0,11.0,3.51,36.47366666666667
38,Cloze_Test,Grammar,Verb_Conjugation,1221,text,text,3786.0,,French,English,It is just a scratch.,Conjugate the verb correctly:,It ... just a scratch . (be),is,,,,,A1,,5.0,2.0,7.0,0.9299999999999997,8.055466666666668
38,Cloze_Test,Grammar,Verb_Conjugation,1222,text,text,3788.0,,French,English,The cattle farmers are demonstarting against the suppression of their allowances.,Conjugate the verb correctly:,The cattle farmers ... demonstarting against the suppression of their allowances . (be),are,,,,,C1,,11.0,3.0,13.0,1.2599999999999998,135.12400000000002
38,Cloze_Test,Grammar,Verb_Conjugation,1223,text,text,3788.0,,French,English,The cattle farmers are demonstarting against the suppression of their allowances.,Conjugate the verb correctly:,The cattle farmers are ... against the suppression of their allowances . (demonstart),demonstarting,,,,,C1,,11.0,13.0,13.0,8.0,135.12400000000002
38,Cloze_Test,Grammar,Verb_Conjugation,1224,text,text,3789.0,,French,English,"Two pupils were missing today, weren't they?",Conjugate the verb correctly:,"Two pupils ... missing today , were n't they ? (be)",were,,,,,B2,,7.0,4.0,7.0,1.6600000000000001,20.670444444444446
38,Cloze_Test,Grammar,Verb_Conjugation,1225,text,text,3789.0,,French,English,"Two pupils were missing today, weren't they?",Conjugate the verb correctly:,"Two pupils were ... today , were n't they ? (miss)",missing,,,,,B2,,7.0,7.0,7.0,2.95,20.670444444444446
38,Cloze_Test,Grammar,Verb_Conjugation,1226,text,text,3789.0,,French,English,"Two pupils were missing today, weren't they?",Conjugate the verb correctly:,"Two pupils were missing today , ... n't they ? (be)",were,,,,,B2,,7.0,4.0,7.0,1.6600000000000001,20.670444444444446
38,Cloze_Test,Grammar,Verb_Conjugation,1227,text,text,3790.0,,French,English,He has been stumped of the tournament very quickly.,Conjugate the verb correctly:,He ... been stumped of the tournament very quickly . (have),has,,,,,C1,,9.0,3.0,10.0,1.63,32.317194444444446
38,Cloze_Test,Grammar,Verb_Conjugation,1228,text,text,3790.0,,French,English,He has been stumped of the tournament very quickly.,Conjugate the verb correctly:,He has ... stumped of the tournament very quickly . (be),been,,,,,C1,,9.0,4.0,10.0,1.7300000000000004,32.317194444444446
38,Cloze_Test,Grammar,Verb_Conjugation,1229,text,text,3790.0,,French,English,He has been stumped of the tournament very quickly.,Conjugate the verb correctly:,He has been ... of the tournament very quickly . (stump),stumped,,,,,C1,,9.0,7.0,10.0,5.05,32.317194444444446
38,Cloze_Test,Grammar,Verb_Conjugation,1230,text,text,3791.0,,French,English,He got elected thanks to an excellent presidential campaign.,Conjugate the verb correctly:,He ... elected thanks to an excellent presidential campaign . (get),got,,,,,C1,,9.0,3.0,12.0,2.09,28.452866666666672
38,Cloze_Test,Grammar,Verb_Conjugation,1231,text,text,3791.0,,French,English,He got elected thanks to an excellent presidential campaign.,Conjugate the verb correctly:,He got ... thanks to an excellent presidential campaign . (elect),elected,,,,,C1,,9.0,7.0,12.0,3.37,28.452866666666672
38,Cloze_Test,Grammar,Verb_Conjugation,1232,text,text,3792.0,,French,English,It is the elite of the army.,Conjugate the verb correctly:,It ... the elite of the army . (be),is,,,,,A1,,7.0,2.0,5.0,0.9299999999999997,8.337
38,Cloze_Test,Grammar,Verb_Conjugation,1233,text,text,3793.0,,French,English,She comes from a very elitist background.,Conjugate the verb correctly:,She ... from a very elitist background . (come),comes,,,,,C1,,7.0,5.0,10.0,2.6399999999999997,27.21086111111111
38,Cloze_Test,Grammar,Verb_Conjugation,1234,text,text,3794.0,,French,English,Where are you going? Don't go too far.,Conjugate the verb correctly:,Do Do ... ... go go too too far far . . (be),are,,,,,A1,,8.0,3.0,5.0,1.2599999999999998,7.462499999999999
38,Cloze_Test,Grammar,Verb_Conjugation,1235,text,text,3794.0,,French,English,Where are you going? Don't go too far.,Conjugate the verb correctly:,Do Do n't n't go go ... ... far far . . (go),going,,,,,A1,,8.0,5.0,5.0,2.0599999999999996,7.462499999999999
38,Cloze_Test,Grammar,Verb_Conjugation,1236,text,text,3794.0,,French,English,Where are you going? Don't go too far.,Conjugate the verb correctly:,Do Do n't n't go go too too far far ... ... (do),Do,,,,,A1,,8.0,2.0,5.0,1.6500000000000004,7.462499999999999
38,Cloze_Test,Grammar,Verb_Conjugation,1237,text,text,3795.0,,French,English,The elected members are not responsible for what happened.,Conjugate the verb correctly:,The ... members are not responsible for what happened . (elect),elected,,,,,B2,,9.0,7.0,11.0,3.37,21.873172222222223
38,Cloze_Test,Grammar,Verb_Conjugation,1238,text,text,3795.0,,French,English,The elected members are not responsible for what happened.,Conjugate the verb correctly:,The elected members ... not responsible for what happened . (be),are,,,,,B2,,9.0,3.0,11.0,1.2599999999999998,21.873172222222223
38,Cloze_Test,Grammar,Verb_Conjugation,1239,text,text,3795.0,,French,English,The elected members are not responsible for what happened.,Conjugate the verb correctly:,The elected members are not responsible for what ... . (happen),happened,,,,,B2,,9.0,8.0,11.0,2.8,21.873172222222223
38,Cloze_Test,Grammar,Verb_Conjugation,1240,text,text,3796.0,,French,English,Cardboard packages are recyclable.,Conjugate the verb correctly:,Cardboard packages ... recyclable . (be),are,,,,,C1,,4.0,3.0,10.0,1.2599999999999998,37.91998888888889
38,Cloze_Test,Grammar,Verb_Conjugation,1241,text,text,3797.0,,French,English,He started to wrap up the presents.,Conjugate the verb correctly:,He ... to wrap up the presents . (start),started,,,,,B1,,7.0,7.0,8.0,2.6100000000000003,14.773555555555552
38,Cloze_Test,Grammar,Verb_Conjugation,1242,text,text,3798.0,,French,English,An embargo has been put on weapons.,Conjugate the verb correctly:,An embargo ... been put on weapons . (have),has,,,,,B2,,7.0,3.0,7.0,1.63,20.72198333333333
38,Cloze_Test,Grammar,Verb_Conjugation,1243,text,text,3798.0,,French,English,An embargo has been put on weapons.,Conjugate the verb correctly:,An embargo has ... put on weapons . (be),been,,,,,B2,,7.0,4.0,7.0,1.7300000000000004,20.72198333333333
38,Cloze_Test,Grammar,Verb_Conjugation,1244,text,text,3800.0,,French,English,Be careful to what you say ! You can be very embarassing sometimes.,Conjugate the verb correctly:,... ... can can be be very very embarassing embarassing sometimes sometimes . . (be),Be,,,,,C1,,12.0,2.0,11.0,1.21,50.46087333333334
38,Cloze_Test,Grammar,Verb_Conjugation,1245,text,text,3801.0,,French,English,This company hires computer specialists at the moment.,Conjugate the verb correctly:,This company ... computer specialists at the moment . (hire),hires,,,,,C1,,8.0,5.0,11.0,4.52,33.50575555555555
38,Cloze_Test,Grammar,Verb_Conjugation,1246,text,text,3802.0,,French,English,Stop bothering your brother.,Conjugate the verb correctly:,... bothering your brother . (stop),Stop,,,,,B2,,4.0,4.0,9.0,2.4800000000000004,18.295733333333335
38,Cloze_Test,Grammar,Verb_Conjugation,1247,text,text,3802.0,,French,English,Stop bothering your brother.,Conjugate the verb correctly:,Stop ... your brother . (bother),bothering,,,,,B2,,4.0,9.0,9.0,4.37,18.295733333333335
38,Cloze_Test,Grammar,Verb_Conjugation,1248,text,text,3803.0,,French,English,Some migrants went back to their countries due to the economic crisis.,Conjugate the verb correctly:,Some migrants ... back to their countries due to the economic crisis . (go),went,,,,,C1,,12.0,4.0,9.0,2.5,36.129696969696965
38,Cloze_Test,Grammar,Verb_Conjugation,1249,text,text,3804.0,,French,English,A lot of Irish people migrated to the United States because of the famine.,Conjugate the verb correctly:,A lot of Irish people ... to the United States because of the famine . (migrate),migrated,,,,,C1,,14.0,8.0,8.0,4.6899999999999995,44.52416759259259
38,Cloze_Test,Grammar,Verb_Conjugation,1250,text,text,3805.0,,French,English,I am tempted to move in here but the rent is too high.,Conjugate the verb correctly:,I ... tempted to move in here but the rent is too high . (be),am,,,,,B2,,13.0,2.0,7.0,2.2199999999999998,20.989800000000002
38,Cloze_Test,Grammar,Verb_Conjugation,1251,text,text,3805.0,,French,English,I am tempted to move in here but the rent is too high.,Conjugate the verb correctly:,I am ... to move in here but the rent is too high . (tempt),tempted,,,,,B2,,13.0,7.0,7.0,4.140000000000001,20.989800000000002
38,Cloze_Test,Grammar,Verb_Conjugation,1252,text,text,3805.0,,French,English,I am tempted to move in here but the rent is too high.,Conjugate the verb correctly:,I am tempted to move in here but the rent ... too high . (be),is,,,,,B2,,13.0,2.0,7.0,0.9299999999999997,20.989800000000002
38,Cloze_Test,Grammar,Verb_Conjugation,1253,text,text,3806.0,,French,English,I am going to take an umbrella.,Conjugate the verb correctly:,I ... going to take an umbrella . (be),am,,,,,B1,,7.0,2.0,8.0,2.2199999999999998,13.912349999999996
38,Cloze_Test,Grammar,Verb_Conjugation,1254,text,text,3806.0,,French,English,I am going to take an umbrella.,Conjugate the verb correctly:,I am ... to take an umbrella . (go),going,,,,,B1,,7.0,5.0,8.0,2.0599999999999996,13.912349999999996
38,Cloze_Test,Grammar,Verb_Conjugation,1255,text,text,3807.0,,French,English,"This boy is very emotional, you should not talk to him that way.",Conjugate the verb correctly:,"This boy ... very emotional , you should not talk to him that way . (be)",is,,,,,B2,,13.0,2.0,9.0,0.9299999999999997,18.414533333333335
38,Cloze_Test,Grammar,Verb_Conjugation,1256,text,text,3808.0,,French,English,He started to tell him about his emotional problems.,Conjugate the verb correctly:,He ... to tell him about his emotional problems . (start),started,,,,,B2,,9.0,7.0,9.0,2.6100000000000003,19.036144444444442
38,Cloze_Test,Grammar,Verb_Conjugation,1257,text,text,3809.0,,French,English,"This movie was very moving. That being said, I found it a bit long.",Conjugate the verb correctly:,"That That being being ... ... , , I I found found it it a a bit bit long long . . (be)",was,,,,,B2,,14.0,3.0,6.0,1.1799999999999997,16.954544444444444
38,Cloze_Test,Grammar,Verb_Conjugation,1258,text,text,3809.0,,French,English,"This movie was very moving. That being said, I found it a bit long.",Conjugate the verb correctly:,"That That being being said said , , ... ... found found it it a a bit bit long long . . (move)",moving,,,,,B2,,14.0,6.0,6.0,2.9800000000000004,16.954544444444444
38,Cloze_Test,Grammar,Verb_Conjugation,1259,text,text,3809.0,,French,English,"This movie was very moving. That being said, I found it a bit long.",Conjugate the verb correctly:,"That That being being said said , , I I found found it it ... ... bit bit long long . . (be)",being,,,,,B2,,14.0,5.0,6.0,2.05,16.954544444444444
38,Cloze_Test,Grammar,Verb_Conjugation,1260,text,text,3809.0,,French,English,"This movie was very moving. That being said, I found it a bit long.",Conjugate the verb correctly:,"That That being being said said , , I I found found it it a a ... ... long long . . (say)",said,,,,,B2,,14.0,4.0,6.0,1.9900000000000002,16.954544444444444
38,Cloze_Test,Grammar,Verb_Conjugation,1261,text,text,3809.0,,French,English,"This movie was very moving. That being said, I found it a bit long.",Conjugate the verb correctly:,"That That being being said said , , I I found found it it a a bit bit long long . . (find)",found,,,,,B2,,14.0,5.0,6.0,2.3200000000000003,16.954544444444444
38,Cloze_Test,Grammar,Verb_Conjugation,1262,text,text,3810.0,,French,English,I was very moved by his speech.,Conjugate the verb correctly:,I ... very moved by his speech . (be),was,,,,,A2,,7.0,3.0,6.0,1.1799999999999997,9.35375
38,Cloze_Test,Grammar,Verb_Conjugation,1263,text,text,3810.0,,French,English,I was very moved by his speech.,Conjugate the verb correctly:,I was very ... by his speech . (move),moved,,,,,A2,,7.0,5.0,6.0,2.99,9.35375
38,Cloze_Test,Grammar,Verb_Conjugation,1264,text,text,3811.0,,French,English,I am sure he is going to try to prevent you from going there.,Conjugate the verb correctly:,I ... sure he is going to try to prevent you from going there . (be),am,,,,,B1,,14.0,2.0,7.0,2.2199999999999998,16.134708333333332
38,Cloze_Test,Grammar,Verb_Conjugation,1265,text,text,3811.0,,French,English,I am sure he is going to try to prevent you from going there.,Conjugate the verb correctly:,I am sure he ... going to try to prevent you from going there . (be),is,,,,,B1,,14.0,2.0,7.0,0.9299999999999997,16.134708333333332
38,Cloze_Test,Grammar,Verb_Conjugation,1266,text,text,3811.0,,French,English,I am sure he is going to try to prevent you from going there.,Conjugate the verb correctly:,I am sure he is ... to try to prevent you from going there . (go),going,,,,,B1,,14.0,5.0,7.0,2.0599999999999996,16.134708333333332
38,Cloze_Test,Grammar,Verb_Conjugation,1267,text,text,3811.0,,French,English,I am sure he is going to try to prevent you from going there.,Conjugate the verb correctly:,I am sure he is going to try to prevent you from ... there . (go),going,,,,,B1,,14.0,5.0,7.0,2.0599999999999996,16.134708333333332
38,Cloze_Test,Grammar,Verb_Conjugation,1268,text,text,3812.0,,French,English,The economic situation is worsening from day to day.,Conjugate the verb correctly:,The economic situation ... worsening from day to day . (be),is,,,,,C1,,9.0,2.0,9.0,0.9299999999999997,32.882999999999996
38,Cloze_Test,Grammar,Verb_Conjugation,1269,text,text,3812.0,,French,English,The economic situation is worsening from day to day.,Conjugate the verb correctly:,The economic situation is ... from day to day . (worsen),worsening,,,,,C1,,9.0,9.0,9.0,4.85,32.882999999999996
38,Cloze_Test,Grammar,Verb_Conjugation,1270,text,text,3813.0,,French,English,"This conference was interesting, moreover I have met an employer who seemed to be interested by my application.",Conjugate the verb correctly:,"This conference ... interesting , moreover I have met an employer who seemed to be interested by my application . (be)",was,,,,,C1,,18.0,3.0,11.0,1.1799999999999997,52.919466666666665
38,Cloze_Test,Grammar,Verb_Conjugation,1271,text,text,3813.0,,French,English,"This conference was interesting, moreover I have met an employer who seemed to be interested by my application.",Conjugate the verb correctly:,"This conference was interesting , moreover I have ... an employer who seemed to be interested by my application . (meet)",met,,,,,C1,,18.0,3.0,11.0,2.91,52.919466666666665
38,Cloze_Test,Grammar,Verb_Conjugation,1272,text,text,3813.0,,French,English,"This conference was interesting, moreover I have met an employer who seemed to be interested by my application.",Conjugate the verb correctly:,"This conference was interesting , moreover I have met an employer who ... to be interested by my application . (seem)",seemed,,,,,C1,,18.0,6.0,11.0,3.1799999999999997,52.919466666666665
38,Cloze_Test,Grammar,Verb_Conjugation,1273,text,text,3814.0,,French,English,He was poisonned by his own son.,Conjugate the verb correctly:,He ... poisonned by his own son . (be),was,,,,,C1,,7.0,3.0,9.0,1.1799999999999997,44.55555555555556
38,Cloze_Test,Grammar,Verb_Conjugation,1274,text,text,3814.0,,French,English,He was poisonned by his own son.,Conjugate the verb correctly:,He was ... by his own son . (poisonn),poisonned,,,,,C1,,7.0,9.0,9.0,8.0,44.55555555555556
38,Cloze_Test,Grammar,Verb_Conjugation,1275,text,text,3815.0,,French,English,"He worked a little while ago, and he is resting now.",Conjugate the verb correctly:,"He ... a little while ago , and he is resting now . (work)",worked,,,,,B2,,11.0,6.0,7.0,2.84,22.630116666666655
38,Cloze_Test,Grammar,Verb_Conjugation,1276,text,text,3815.0,,French,English,"He worked a little while ago, and he is resting now.",Conjugate the verb correctly:,"He worked a little while ago , and he ... resting now . (be)",is,,,,,B2,,11.0,2.0,7.0,0.9299999999999997,22.630116666666655
38,Cloze_Test,Grammar,Verb_Conjugation,1277,text,text,3815.0,,French,English,"He worked a little while ago, and he is resting now.",Conjugate the verb correctly:,"He worked a little while ago , and he is ... now . (rest)",resting,,,,,B2,,11.0,7.0,7.0,4.109999999999999,22.630116666666655
38,Cloze_Test,Grammar,Verb_Conjugation,1278,text,text,3816.0,,French,English,"Despite the profits made, the company has laid off some of its employees.",Conjugate the verb correctly:,"Despite the profits ... , the company has laid off some of its employees . (make)",made,,,,,C1,,13.0,4.0,9.0,2.08,30.661607407407406
38,Cloze_Test,Grammar,Verb_Conjugation,1279,text,text,3816.0,,French,English,"Despite the profits made, the company has laid off some of its employees.",Conjugate the verb correctly:,"Despite the profits made , the company ... laid off some of its employees . (have)",has,,,,,C1,,13.0,3.0,9.0,1.63,30.661607407407406
38,Cloze_Test,Grammar,Verb_Conjugation,1280,text,text,3816.0,,French,English,"Despite the profits made, the company has laid off some of its employees.",Conjugate the verb correctly:,"Despite the profits made , the company has ... off some of its employees . (lay)",laid,,,,,C1,,13.0,4.0,9.0,3.4400000000000004,30.661607407407406
38,Cloze_Test,Grammar,Verb_Conjugation,1281,text,text,3817.0,,French,English,"Indeed, this book is not mine, it belongs to someone else.",Conjugate the verb correctly:,"Indeed , this book ... not mine , it belongs to someone else . (be)",is,,,,,B2,,11.0,2.0,7.0,0.9299999999999997,22.668622222222222
38,Cloze_Test,Grammar,Verb_Conjugation,1282,text,text,3817.0,,French,English,"Indeed, this book is not mine, it belongs to someone else.",Conjugate the verb correctly:,"Indeed , this book is not mine , it ... to someone else . (belong)",belongs,,,,,B2,,11.0,7.0,7.0,3.76,22.668622222222222
38,Cloze_Test,Grammar,Verb_Conjugation,1283,text,text,3818.0,,French,English,The bookshop I have told you about is in front of the church.,Conjugate the verb correctly:,The bookshop I have ... you about is in front of the church . (tell),told,,,,,C1,,13.0,4.0,8.0,2.46,30.036825
38,Cloze_Test,Grammar,Verb_Conjugation,1284,text,text,3818.0,,French,English,The bookshop I have told you about is in front of the church.,Conjugate the verb correctly:,The bookshop I have told you about ... in front of the church . (be),is,,,,,C1,,13.0,2.0,8.0,0.9299999999999997,30.036825
38,Cloze_Test,Grammar,Verb_Conjugation,1285,text,text,3819.0,,French,English,Some countries are in favor of a military intervention in Syria.,Conjugate the verb correctly:,Some countries ... in favor of a military intervention in Syria . (be),are,,,,,C1,,11.0,3.0,12.0,1.2599999999999998,32.566881111111115
38,Cloze_Test,Grammar,Verb_Conjugation,1286,text,text,3821.0,,French,English,"Since you are working at the same time as you are raising children, it is normal that you do not have much free time.",Conjugate the verb correctly:,"Since you ... working at the same time as you are raising children , it is normal that you do not have much free time . (be)",are,,,,,C1,,24.0,3.0,8.0,1.2599999999999998,37.70158
38,Cloze_Test,Grammar,Verb_Conjugation,1287,text,text,3821.0,,French,English,"Since you are working at the same time as you are raising children, it is normal that you do not have much free time.",Conjugate the verb correctly:,"Since you are ... at the same time as you are raising children , it is normal that you do not have much free time . (work)",working,,,,,C1,,24.0,7.0,8.0,2.55,37.70158
38,Cloze_Test,Grammar,Verb_Conjugation,1288,text,text,3821.0,,French,English,"Since you are working at the same time as you are raising children, it is normal that you do not have much free time.",Conjugate the verb correctly:,"Since you are working at the same time as you ... raising children , it is normal that you do not have much free time . (be)",are,,,,,C1,,24.0,3.0,8.0,1.2599999999999998,37.70158
38,Cloze_Test,Grammar,Verb_Conjugation,1289,text,text,3821.0,,French,English,"Since you are working at the same time as you are raising children, it is normal that you do not have much free time.",Conjugate the verb correctly:,"Since you are working at the same time as you are ... children , it is normal that you do not have much free time . (raise)",raising,,,,,C1,,24.0,7.0,8.0,3.5700000000000003,37.70158
38,Cloze_Test,Grammar,Verb_Conjugation,1290,text,text,3821.0,,French,English,"Since you are working at the same time as you are raising children, it is normal that you do not have much free time.",Conjugate the verb correctly:,"Since you are working at the same time as you are raising children , it ... normal that you do not have much free time . (be)",is,,,,,C1,,24.0,2.0,8.0,0.9299999999999997,37.70158
38,Cloze_Test,Grammar,Verb_Conjugation,1291,text,text,3822.0,,French,English,"I often go into this room to read, especially when the living room is noisy.",Conjugate the verb correctly:,"I often go into this room to read , especially when the living room ... noisy . (be)",is,,,,,C1,,15.0,2.0,10.0,0.9299999999999997,32.58840476190476
38,Cloze_Test,Grammar,Verb_Conjugation,1292,text,text,3823.0,,French,English,The mountain pass is closed due to snowfalls.,Conjugate the verb correctly:,The mountain pass ... closed due to snowfalls . (be),is,,,,,C1,,8.0,2.0,9.0,0.9299999999999997,39.21884444444444
38,Cloze_Test,Grammar,Verb_Conjugation,1293,text,text,3823.0,,French,English,The mountain pass is closed due to snowfalls.,Conjugate the verb correctly:,The mountain pass is ... due to snowfalls . (close),closed,,,,,C1,,8.0,6.0,9.0,3.0999999999999996,39.21884444444444
38,Cloze_Test,Grammar,Verb_Conjugation,1294,text,text,3824.0,,French,English,"I like the way he writes. On the other hand, I do not like the way he talks.",Conjugate the verb correctly:,"On On the the other other hand hand , , ... ... do do not not like like the the way way he he talks talks . . (write)",writes,,,,,C1,,18.0,6.0,6.0,3.6399999999999997,25.610433333333336
38,Cloze_Test,Grammar,Verb_Conjugation,1295,text,text,3824.0,,French,English,"I like the way he writes. On the other hand, I do not like the way he talks.",Conjugate the verb correctly:,"On On the the other other hand hand , , I I do do not not like like the the way way he he talks talks . . (talk)",talks,,,,,C1,,18.0,5.0,6.0,3.3899999999999997,25.610433333333336
38,Cloze_Test,Grammar,Verb_Conjugation,1296,text,text,3825.0,,French,English,"As a teacher, he teaches, prepares classes and corrects papers every day.",Conjugate the verb correctly:,"As a teacher , he ... , prepares classes and corrects papers every day . (teach)",teaches,,,,,C1,,12.0,7.0,8.0,4.05,53.2279
38,Cloze_Test,Grammar,Verb_Conjugation,1297,text,text,3825.0,,French,English,"As a teacher, he teaches, prepares classes and corrects papers every day.",Conjugate the verb correctly:,"As a teacher , he teaches , ... classes and corrects papers every day . (prepare)",prepares,,,,,C1,,12.0,8.0,8.0,4.34,53.2279
38,Cloze_Test,Grammar,Verb_Conjugation,1298,text,text,3825.0,,French,English,"As a teacher, he teaches, prepares classes and corrects papers every day.",Conjugate the verb correctly:,"As a teacher , he teaches , prepares classes and ... papers every day . (correct)",corrects,,,,,C1,,12.0,8.0,8.0,4.98,53.2279
38,Cloze_Test,Grammar,Verb_Conjugation,1299,text,text,3826.0,,French,English,This picture should be framed.,Conjugate the verb correctly:,This picture should be ... . (frame),framed,,,,,B1,,5.0,6.0,7.0,4.1,14.55272222222222
38,Cloze_Test,Grammar,Verb_Conjugation,1300,text,text,3827.0,,French,English,We have brought the sheeps in the closest fold.,Conjugate the verb correctly:,We have ... the sheeps in the closest fold . (bring),brought,,,,,C1,,9.0,7.0,7.0,2.84,38.96331250000001
38,Cloze_Test,Grammar,Verb_Conjugation,1301,text,text,3828.0,,French,English,Your luggagge is obstructing the way.,Conjugate the verb correctly:,Your luggagge ... obstructing the way . (be),is,,,,,C1,,6.0,2.0,11.0,0.9299999999999997,58.95111111111112
38,Cloze_Test,Grammar,Verb_Conjugation,1302,text,text,3828.0,,French,English,Your luggagge is obstructing the way.,Conjugate the verb correctly:,Your luggagge is ... the way . (obstruct),obstructing,,,,,C1,,6.0,11.0,11.0,4.92,58.95111111111112
38,Cloze_Test,Grammar,Verb_Conjugation,1303,text,text,3829.0,,French,English,She does not know how to write in Chinese yet.,Conjugate the verb correctly:,She ... not know how to write in Chinese yet . (do),does,,,,,B1,,10.0,4.0,7.0,2.26,12.762316666666669
38,Cloze_Test,Grammar,Verb_Conjugation,1304,text,text,3830.0,,French,English,I am still in the bathroom.,Conjugate the verb correctly:,I ... still in the bathroom . (be),am,,,,,A1,,6.0,2.0,8.0,2.2199999999999998,8.784555555555555
38,Cloze_Test,Grammar,Verb_Conjugation,1305,text,text,3831.0,,French,English,I have found a sort of cockroach under my bed again last night.,Conjugate the verb correctly:,I have ... a sort of cockroach under my bed again last night . (find),found,,,,,C1,,13.0,5.0,9.0,2.3200000000000003,34.977066666666666
38,Cloze_Test,Grammar,Verb_Conjugation,1306,text,text,3832.0,,French,English,"Since they do not encourage him and since he does not like studying, he has bad results.",Conjugate the verb correctly:,"Since they do not encourage him and since he ... not like studying , he has bad results . (do)",does,,,,,C1,,17.0,4.0,9.0,2.26,34.34725873015872
38,Cloze_Test,Grammar,Verb_Conjugation,1307,text,text,3832.0,,French,English,"Since they do not encourage him and since he does not like studying, he has bad results.",Conjugate the verb correctly:,"Since they do not encourage him and since he does not like ... , he has bad results . (study)",studying,,,,,C1,,17.0,8.0,9.0,3.58,34.34725873015872
38,Cloze_Test,Grammar,Verb_Conjugation,1308,text,text,3832.0,,French,English,"Since they do not encourage him and since he does not like studying, he has bad results.",Conjugate the verb correctly:,"Since they do not encourage him and since he does not like studying , he ... bad results . (have)",has,,,,,C1,,17.0,3.0,9.0,1.63,34.34725873015872
38,Cloze_Test,Grammar,Verb_Conjugation,1309,text,text,3833.0,,French,English,Household debt has never been so high.,Conjugate the verb correctly:,Household debt ... never been so high . (have),has,,,,,B1,,7.0,3.0,9.0,1.63,15.537883333333333
38,Cloze_Test,Grammar,Verb_Conjugation,1310,text,text,3833.0,,French,English,Household debt has never been so high.,Conjugate the verb correctly:,Household debt has never ... so high . (be),been,,,,,B1,,7.0,4.0,9.0,1.7300000000000004,15.537883333333333
38,Cloze_Test,Grammar,Verb_Conjugation,1311,text,text,3834.0,,French,English,"If they ever buy this flat, they are going to get into debt for fifteen years.",Conjugate the verb correctly:,"If they ever buy this flat , they ... going to get into debt for fifteen years . (be)",are,,,,,C1,,16.0,3.0,7.0,1.2599999999999998,28.745848888888887
38,Cloze_Test,Grammar,Verb_Conjugation,1312,text,text,3834.0,,French,English,"If they ever buy this flat, they are going to get into debt for fifteen years.",Conjugate the verb correctly:,"If they ever buy this flat , they are ... to get into debt for fifteen years . (go)",going,,,,,C1,,16.0,5.0,7.0,2.0599999999999996,28.745848888888887
38,Cloze_Test,Grammar,Verb_Conjugation,1313,text,text,3835.0,,French,English,Young men were indoctrinated from the earliest age in the nazi regime.,Conjugate the verb correctly:,Young men ... indoctrinated from the earliest age in the nazi regime . (be),were,,,,,C1,,12.0,4.0,13.0,1.6600000000000001,59.33781818181817
38,Cloze_Test,Grammar,Verb_Conjugation,1314,text,text,3835.0,,French,English,Young men were indoctrinated from the earliest age in the nazi regime.,Conjugate the verb correctly:,Young men were ... from the earliest age in the nazi regime . (indoctrinate),indoctrinated,,,,,C1,,12.0,13.0,13.0,5.4,59.33781818181817
38,Cloze_Test,Grammar,Verb_Conjugation,1315,text,text,3836.0,,French,English,The roof has been damaged by the storm,Conjugate the verb correctly:,The roof ... been damaged by the storm (have),has,,,,,B1,,8.0,3.0,7.0,1.63,16.289695238095238
38,Cloze_Test,Grammar,Verb_Conjugation,1316,text,text,3836.0,,French,English,The roof has been damaged by the storm,Conjugate the verb correctly:,The roof has ... damaged by the storm (be),been,,,,,B1,,8.0,4.0,7.0,1.7300000000000004,16.289695238095238
38,Cloze_Test,Grammar,Verb_Conjugation,1317,text,text,3836.0,,French,English,The roof has been damaged by the storm,Conjugate the verb correctly:,The roof has been ... by the storm (damage),damaged,,,,,B1,,8.0,7.0,7.0,3.6100000000000003,16.289695238095238
38,Cloze_Test,Grammar,Verb_Conjugation,1318,text,text,3837.0,,French,English,"He is very energetic, isn't he ?",Conjugate the verb correctly:,"He ... very energetic , is n't he ? (be)",is,,,,,B2,,6.0,2.0,9.0,0.9299999999999997,18.315440000000002
38,Cloze_Test,Grammar,Verb_Conjugation,1319,text,text,3837.0,,French,English,"He is very energetic, isn't he ?",Conjugate the verb correctly:,"He is very energetic , ... n't he ? (be)",is,,,,,B2,,6.0,2.0,9.0,0.9299999999999997,18.315440000000002
38,Cloze_Test,Grammar,Verb_Conjugation,1320,text,text,3838.0,,French,English,His son is pretty irritating.,Conjugate the verb correctly:,His son ... pretty irritating . (be),is,,,,,B2,,5.0,2.0,10.0,0.9299999999999997,18.07460555555556
38,Cloze_Test,Grammar,Verb_Conjugation,1321,text,text,3839.0,,French,English,"Sometimes, he came back very angry from work.",Conjugate the verb correctly:,"Sometimes , he ... back very angry from work . (come)",came,,,,,B1,,8.0,4.0,9.0,2.5,15.453066666666667
